,Unnamed: 0,compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD,band_g
18992,18992,InPrZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[640282],
18993,18993,InPtSc,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[411459],
18994,18994,InPtSr,62,<i>Pnma</i>,SM,ES,Plane,[],[410704],
18995,18995,InPtTb,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[411458],
18996,18996,InPtTh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[640313],
18997,18997,InPtTm,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[59503],
18998,18998,InPtYb,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[236977, 291061]",
18999,18999,InPt2Pu2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[150162],
19000,19000,InPt2Sc,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[59502],
19001,19001,InPt2Sr2,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[391433],
19002,19002,InPt2Tb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[640312],
19003,19003,InPt2Zr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[59506],
19004,19004,InPt4Tb,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[640311],
19005,19005,InPt5Si,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[640309],
19006,19006,InPu2Rh2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[150163],
19007,19007,InRbSe2,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[415087],
19008,19008,InRbTe2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[75346],
19009,19009,InRhTb,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[412917],
19010,19010,InRhTm,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[412914],
19011,19011,InRhTm4,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[417519],
19012,19012,InRhYb,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[412913],
19013,19013,InSe2Ta,187,<i>P</i>-6<i>m</i>2,SM,ES,Line,[],[640520],
19014,19014,InSe2Tl,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],"[16244, 180272, 600818, 640526, 640528, 656430]",
19015,19015,InTe2Tl,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],"[16245, 600697, 600844, 640633]",
19016,19016,InYbZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[640716],
19017,19017,In2IrLa,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[414479],
19018,19018,In2IrLi,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],[106798],
19019,19019,In2IrSr,63,<i>Cmcm</i>,SM,ESFD,Point,[],[410401],
19020,19020,In2LaNi9,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[192640, 600218]",
19021,19021,In2LaPd,63,<i>Cmcm</i>,SM,ESFD,Point,[],[413448],
19022,19022,In2LaRh,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[412431],
19023,19023,In2LiPd,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[106803],
19024,19024,In2LiPt,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[106804],
19025,19025,In2LiRh,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[106806],
19026,19026,In2LiRu,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[639896],
19027,19027,In2Nb6Te8,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ES,Line,[],[640060],
19028,19028,In2NdNi9,127,<i>P</i>4/<i>mbm</i>,SM,ES,Line,[],"[189071, 192643]",
19029,19029,In2NiTb,63,<i>Cmcm</i>,SM,ESFD,Point,[],[59450],
19030,19030,In2NiYb,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[414077],
19031,19031,In2Ni3Se2,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[640140],0.0
19032,19032,In2Ni9Pr,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[189069, 600165]",
19033,19033,In2PdSr,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[410402],
19034,19034,In2PdYb,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[410437],
19035,19035,In2Pd8Se,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],[290932],0.0
19036,19036,In2PtSr,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[410400],
19037,19037,In2PtYb,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[424100],
19038,19038,In2RhYb,63,<i>Cmcm</i>,SM,ESFD,Point,[],[152048],
19039,19039,In2Se4Yb,66,<i>Cccm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[640533],
19040,19040,In2Se4Zn,82,<i>I</i>-4,trivial,LCEBR,None,[],[25647],
19041,19041,In2SrTe4,66,<i>Cccm</i>,trivial,LCEBR,None,[],[41167],
19042,19042,In2Te4Zn,82,<i>I</i>-4,trivial,LCEBR,None,[],[25650],
19043,19043,In3MgSr,119,<i>I</i>-4<i>m</i>2,SM,ESFD,Point,[],[249592],
19044,19044,In3Rh2Sr2,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[410985],
19045,19045,In3Rh2Ti3,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[410967],
19046,19046,In4IrSr,51,<i>Pmma</i>,SM,ESFD,Point,[],[417836],
19047,19047,In4LaNi,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[411746, 639856]",
19048,19048,In4LaPd,63,<i>Cmcm</i>,SM,ESFD,Point,[],[242297],
19049,19049,In4Lu5Ni2,55,<i>Pbam</i>,SM,ESFD,Point,[],[106807],
19050,19050,In4Lu5Pd2,55,<i>Pbam</i>,SM,ESFD,Point,[],[165139],
19051,19051,In4NdNi,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[640077],
19052,19052,In4NiSr,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[418178],
19053,19053,In4NiYb,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[640172],
19054,19054,In4Ni2Sc5,55,<i>Pbam</i>,SM,ESFD,Point,[],[414505],
19055,19055,In4Ni2Tm5,55,<i>Pbam</i>,SM,ESFD,Point,[],[192551],
19056,19056,In4PbSr3,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[415937],
19057,19057,In4PdSr,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[418179],
19058,19058,In4PdYb,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[411398],
19059,19059,In4PtSr,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[418180],
19060,19060,In4PtYb,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[412908],
19061,19061,In4Rh2Sc5,55,<i>Pbam</i>,SM,ESFD,Point,[],[414506],
19062,19062,In4Rh2Zr5,55,<i>Pbam</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[391127],
19063,19063,In5IrPr,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[246916],
19064,19064,In5IrYb,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],[413163],
19065,19065,In5LaRh,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[150262],
19066,19066,In5La9Ru4,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[183307],
19067,19067,In5NdRh,123,<i>P</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 5, 'name': 'z4mpi', 'htmlName': 'Z<sub>4&pi;</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 6}]",[155802],
19068,19068,In5NiZr2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[370041],
19069,19069,In5PrRh,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[246915],
19070,19070,In5RhTb,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[155803, 172373]",
19071,19071,In5RhYb,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],[412909],
19072,19072,In5Se7Tl,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[402126],
19073,19073,In6LaNi3,59,<i>Pmmn</i>,SM,ESFD,Point,[],[107524],
19074,19074,In6O12Te,148,<i>R</i>-3,trivial,LCEBR,None,[],[245526],
19075,19075,In7Pt2Pu,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[187206],
19076,19076,In8N7Sr19,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[155930],
19077,19077,In8PdPr2,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],[180116],
19078,19078,In9Ni4Y11,65,<i>Cmmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]",[167637],
19079,19079,IrLaSi,198,<i>P</i>2<sub>1</sub>3,SM,ESFD,Point,[],"[27187, 640758]",
19080,19080,IrLaSi3,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],"[30751, 38342]",
19081,19081,IrLa4Mg,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[418746],
19082,19082,IrLiSn4,140,<i>I</i>4/<i>mcm</i>,SM,ES,Line,[],"[172149, 412252]",
19083,19083,IrLi2Si3,159,<i>P</i>31<i>c</i>,SM,ESFD,Point,[],[252019],
19084,19084,IrLuSi,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[413857],
19085,19085,IrMnSb,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[44660],
19086,19086,IrMnSi,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[246547, 246548]",
19087,19087,IrMnSn,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[104498],
19088,19088,IrMn3Si,198,<i>P</i>2<sub>1</sub>3,trivial,LCEBR,None,[],"[151748, 151749]",
19089,19089,IrNbSi,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[411882],
19090,19090,IrNbTe4,31,<i>Pmn</i>2<sub>1</sub>,trivial,LCEBR,None,[],"[73690, 656451]",
19091,19091,IrNdSi,198,<i>P</i>2<sub>1</sub>3,SM,ESFD,Point,[],[640874],
19092,19092,IrNdSi3,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[640872],
19093,19093,IrNpSn,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[107499, 107502]",
19094,19094,IrSbSe,198,<i>P</i>2<sub>1</sub>3,trivial,LCEBR,None,[],[640966],
19095,19095,IrSbTe,198,<i>P</i>2<sub>1</sub>3,trivial,LCEBR,None,[],[640967],
19096,19096,IrSbYb,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[422623],
19097,19097,IrScSi,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[420416, 640977]",
19098,19098,IrSiTa,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[411884],
19099,19099,IrSiTb,62,<i>Pnma</i>,trivial,LCEBR,None,[],[93221],
19100,19100,IrSiTi,62,<i>Pnma</i>,SM,ES,Plane,[],[641017],
19101,19101,IrSiYb,62,<i>Pnma</i>,SM,ES,Plane,[],[411736],
19102,19102,IrSiZr,62,<i>Pnma</i>,SM,ES,Plane,[],[641044],
19103,19103,IrSi3Tb,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],[641008],
19104,19104,IrSi3Th,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[641014],
19105,19105,IrSnTm,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[641058],
19106,19106,IrSnZr,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[104563],
19107,19107,IrSnZr,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],"[107470, 408901]",
19108,19108,IrTaTe4,31,<i>Pmn</i>2<sub>1</sub>,trivial,LCEBR,None,[],"[73322, 657362]",
19109,19109,Ir2LaSi2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[44658, 188327, 600297, 640764]",
19110,19110,Ir2LaSi2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[44657, 604622, 640763]",
19111,19111,Ir2NdSi2,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],[640870],
19112,19112,Ir2NdSi2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 4}]","[640868, 640869]",
19113,19113,Ir2NpSi2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[73035],
19114,19114,Ir2PuSi2,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]",[73039],
19115,19115,Ir2Se3Sn3,148,<i>R</i>-3,trivial,LCEBR,None,[],"[428852, 428853]",
19116,19116,Ir2Se5Sn,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[430682],
19117,19117,Ir2Si2Tb,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[604511],
19118,19118,Ir2Si2Tb,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[44664, 55762, 55763, 604505, 641010]",
19119,19119,Ir2Si2Th,107,<i>I</i>4<i>mm</i>,SM,ES,Line,[],[641012],
19120,19120,Ir2Si2Th,129,<i>P</i>4/<i>nmm</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[603978, 641013]",
19121,19121,Ir3Lu2Si5,72,<i>Ibam</i>,SM,ESFD,Point,[],[153662],
19122,19122,Ir3MgSi7,167,<i>R</i>-3<i>c</i>,SM,ESFD,Point,[],[249150],
19123,19123,Ir3ScSi7,167,<i>R</i>-3<i>c</i>,trivial,LCEBR,None,[],[15244],
19124,19124,Ir4Sn4Sr3,217,<i>I</i>-43<i>m</i>,SM,ESFD,Point,[],[410992],
19125,19125,Ir7Sc4Si6,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[640978],
19126,19126,KO7P2Y,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[253505],
19127,19127,KO7P2Y,63,<i>Cmcm</i>,trivial,LCEBR,None,[],[75171],
19128,19128,KO8S2V,148,<i>R</i>-3,trivial,LCEBR,None,[],[59175],
19129,19129,KO8W2Y,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],"[22352, 90378, 90379, 90380, 90381, 165802, 411285]",
19130,19130,KP2S7V,5,<i>C</i>2,trivial,LCEBR,None,[],[91756],
19131,19131,K3O2S2V,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[419398],
19132,19132,K3O3SV,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[419400],
19133,19133,K3O8V2Y,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[248843],
19134,19134,K6N4O3W2,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[73549],
19135,19135,LaLi3Sb2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[49625],
19136,19136,LaMgNi4,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[107420, 162119, 184164, 242011, 242012, 242013, 242014, 242015, 242021, 242022, 242023, 242024, 242025]",0.0
19137,19137,LaMgPd,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[657924],0.0
19138,19138,LaMgRh,62,<i>Pnma</i>,trivial,LCEBR,None,[],[412113],0.0
19139,19139,LaMgSi2,141,<i>I</i>4<sub>1</sub>/<i>amd</i>,SM,ES,Line,[],[246386],0.0
19140,19140,LaMgTl,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[414439],0.0
19141,19141,LaMg2Ni,63,<i>Cmcm</i>,SM,ESFD,Point,[],[96152],0.0
19142,19142,LaMg2Ni9,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],"[55614, 240051]",0.0048000000000003595
19143,19143,LaMg2Pd,63,<i>Cmcm</i>,SM,ESFD,Point,[],[158253],0.0
19144,19144,LaMnSi,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],"[75046, 75047, 85849, 641449]",0.0
19145,19145,LaMnSi2,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[85926, 104670, 641446]",0.0
19146,19146,LaMn2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[80508, 80509, 80510, 82938, 82939, 641442, 641444, 641447]",
19147,19147,LaMn3Ni2,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[96116],0.0
19148,19148,LaMo6Se8,148,<i>R</i>-3,SM,ESFD,Point,[],"[600656, 600706, 641459, 641461]",
19149,19149,LaNaSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[641485],
19150,19150,LaNiSb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[79979],0.0
19151,19151,LaNiSb2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[658208],0.0
19152,19152,LaNiSi2,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[641580, 658592]",
19153,19153,LaNiSn,62,<i>Pnma</i>,SM,ES,Plane,[],"[108860, 641591]",0.0
19154,19154,LaNiSn2,63,<i>Cmcm</i>,SM,ESFD,Point,[],[641595],0.0
19155,19155,LaNiZn,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[416819, 656581]",
19156,19156,LaNi2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[641572],
19157,19157,LaNi2Sn2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[603430],
19158,19158,LaNi2Sn2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[603287, 641594]",
19159,19159,LaNi4Si,65,<i>Cmmm</i>,SM,ESFD,Point,[],[290732],
19160,19160,LaNi4Sn2,120,<i>I</i>-4<i>c</i>2,SM,ES,Plane,[],[641589],
19161,19161,LaNi5Sn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 1}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 1}]",[641587],0.0
19162,19162,LaNi9Si4,140,<i>I</i>4/<i>mcm</i>,SM,ESFD,Point,[],[98409],
19163,19163,LaO12Sb5,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[55721],
19164,19164,LaOsSi3,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[641618],
19165,19165,LaOs2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[641620],
19166,19166,LaOs4P12,204,<i>Im</i>-3,SM,ESFD,Point,[],[641615],
19167,19167,LaP12Ru4,204,<i>Im</i>-3,SM,ESFD,Point,[],"[50596, 641633]",
19168,19168,LaPbPd,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[657940],
19169,19169,LaPdSb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[641676],
19170,19170,LaPdSb2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[658217],
19171,19171,LaPdSn,62,<i>Pnma</i>,SM,ES,Plane,[],[422484],
19172,19172,LaPdSn2,63,<i>Cmcm</i>,SM,ESFD,Point,[],[641683],
19173,19173,LaPdTl,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[104699],
19174,19174,LaPdZn,62,<i>Pnma</i>,SM,ES,Plane,[],[183335],
19175,19175,LaPd2Sb2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],"[189724, 604351]",
19176,19176,LaPd2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[603881, 641679, 656124]",
19177,19177,LaPtSi2,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[54250, 57406, 603068]",
19178,19178,LaPtSn,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[416901],
19179,19179,LaPtSn,62,<i>Pnma</i>,SM,ES,Plane,[],"[99274, 416896]",
19180,19180,LaPt2Si2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[641715],
19181,19181,LaPt2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[44700, 641712]",
19182,19182,LaRbSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[281067],
19183,19183,LaRhSi,198,<i>P</i>2<sub>1</sub>3,SM,ESFD,Point,[],[641749],
19184,19184,LaRhSi2,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[602316],
19185,19185,LaRhSi3,107,<i>I</i>4<i>mm</i>,trivial,LCEBR,None,[],[604624],
19186,19186,LaRhSn,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 1}, {'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[415594],
19187,19187,LaRhSn2,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[641754],
