,Unnamed: 0,compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD,band_g
18801,18801,HfNi2Si2,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 2}]",[638721],
18802,18802,HfNi2Sn,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[104250, 104251]",0.0
18803,18803,HfOsSi,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[638753],
18804,18804,HfPdSi,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[90279, 638775]",
18805,18805,HfPdSn,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[106773],
18806,18806,HfPtSi,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[90278, 239656, 638791]",
18807,18807,HfPtSn,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],"[104260, 104261]",
18808,18808,HfReSi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[638814],0.0
18809,18809,HfRhSb,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[53036],
18810,18810,HfRhSi,62,<i>Pnma</i>,SM,ES,Plane,[],"[68790, 638834]",
18811,18811,HfRhSn,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[638836],
18812,18812,HfRhSn,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],"[107474, 408900]",
18813,18813,HfRuSb,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[107125],
18814,18814,HfRuSi,46,<i>Ima</i>2,trivial,LCEBR,None,[],[638840],
18815,18815,HfSeSi,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[25736],
18816,18816,HfSe3Tl2,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[186071],
18817,18817,HfSiTe,129,<i>P</i>4/<i>nmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[25737],0.0
18818,18818,HfTe4Tl4,148,<i>R</i>-3,trivial,LCEBR,None,[],[168651],
18819,18819,Hf2InPd2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Plane,[],[130035],0.0
18820,18820,Hf2Ni2Sn,127,<i>P</i>4/<i>mbm</i>,SM,ES,Line,[],[107096],0.0
18821,18821,Hf2Ni2Sn,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],[407546],0.0
18822,18822,Hf2Ni3Si4,64,<i>Cmce</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[40442],
18823,18823,Hf2PdSb3,115,<i>P</i>-4<i>m</i>2,SM,ESFD,Point,[],[195060],
18824,18824,Hf3Ni2Si3,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[200067],
18825,18825,Hf4Ni4Si7,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[638720],
18826,18826,Hf5In4Rh2,55,<i>Pbam</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}]",[412706],
18827,18827,Hf5NiSb3,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[638717],0.0
18828,18828,Hf5NiSn3,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ES,Line,[],[638730],
18829,18829,Hf5Sb3Zn,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[42913],
18830,18830,Hf6NiSb2,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[85966],0.0
18831,18831,Hf9Mo4Ni,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[638623],
18832,18832,Hf9Mo4Si,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[638632],
18833,18833,Hf9Re4Se,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 2}, {'id': 11, 'name': 'z12prime', 'htmlName': ""Z<sub>12</sub>'"", 'nbrValues': 12, 'value': 2}]",[638812],0.0
18834,18834,Hf9Re4Si,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[638813],0.0
18835,18835,HgIn2Se4,82,<i>I</i>-4,trivial,LCEBR,None,[],[25649],
18836,18836,HgIn2Te4,82,<i>I</i>-4,trivial,LCEBR,None,[],"[25652, 639056]",
18837,18837,HgLaPd,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[657950],
18838,18838,HgNa2Pb,63,<i>Cmcm</i>,trivial,LCEBR,None,[],"[261791, 261792]",
18839,18839,HgPbSr,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ES,Line,[],[602710],
18840,18840,HgPbYb,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[108545],
18841,18841,HgPd5Se,123,<i>P</i>4/<i>mmm</i>,SM,ES,Line,[],"[187377, 236215, 639142]",0.0
18842,18842,HgPt2Se3,164,<i>P</i>-3<i>m</i>1,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[185808],0.0
18843,18843,HgSnSr,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ES,Line,[],[602716],
18844,18844,HgSnYb,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ES,Line,[],[602718],
18845,18845,Hg2In2Sr,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]",[427211],
18846,18846,Hg2Se4Sn,82,<i>I</i>-4,trivial,LCEBR,None,[],"[95061, 165096, 639205]",
18847,18847,Hg2Sn2Sr,12,<i>C</i>2/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[428765],
18848,18848,Hg3O10Se3,4,<i>P</i>2<sub>1</sub>,trivial,LCEBR,None,[],[280914],
18849,18849,Hg3Rb2Se4,72,<i>Ibam</i>,trivial,LCEBR,None,[],[430729],
18850,18850,Hg3Te4Tl2,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],[182747],
18851,18851,Hg4Se6Si,9,<i>Cc</i>,trivial,LCEBR,None,[],[95228],
18852,18852,Hg5O10Re2,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[32753],
18853,18853,HoInNi,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]","[55849, 639339]",0.0
18854,18854,HoInPd,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]","[153007, 153008, 639340]",0.0
18855,18855,HoInPt2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[639343],
18856,18856,HoInPt4,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[639342],0.0
18857,18857,HoInZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[639346],
18858,18858,HoIn5Rh,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],[155805],0.0
18859,18859,HoIrSi,62,<i>Pnma</i>,trivial,LCEBR,None,[],[93219],
18860,18860,HoIrSi3,107,<i>I</i>4<i>mm</i>,SM,ES,Line,[],[639360],
18861,18861,HoIrSn,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[639364],
18862,18862,HoIr2Si2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[639359],
18863,18863,HoIr2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[639356, 639357]",
18864,18864,HoLiSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[44965],
18865,18865,HoLiSn2,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[639377],
18866,18866,HoLi3Sb2,164,<i>P</i>-3<i>m</i>1,trivial,LCEBR,None,[],[191302],
18867,18867,HoMgSn,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]","[183526, 183527, 183528]",0.0
18868,18868,HoMnSi,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[83989, 83990, 83991, 83992]",0.0
18869,18869,HoMn2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[55812, 55813, 106813, 639412]",
18870,18870,HoMn6Sn6,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],"[240184, 240186, 240187]",
18871,18871,HoMo6Se8,148,<i>R</i>-3,SM,ESFD,Point,[],[639431],
18872,18872,HoNaSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[639444],
18873,18873,HoNiSb,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[81213, 639500, 639501]",0.2936999999999994
18874,18874,HoNiSb2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[658216],0.0
18875,18875,HoNiSi2,63,<i>Cmcm</i>,SM,ESFD,Point,[],"[83916, 83917, 639505, 658584]",
18876,18876,HoNi2Sb2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[639499],
18877,18877,HoNi2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[56232, 639502]",
18878,18878,HoNi4Si,65,<i>Cmmm</i>,SM,ESFD,Point,[],[290737],
18879,18879,HoPdSb,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[108547],
18880,18880,HoPdSn,62,<i>Pnma</i>,SM,ES,Plane,[],[657626],
18881,18881,HoPd2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[56236, 190761, 602292, 639573, 639574, 639575]",
18882,18882,HoPd2Sn,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[104437],
18883,18883,HoPtSb,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[56237],
18884,18884,HoPtSi,62,<i>Pnma</i>,SM,ES,Plane,[],[639611],
18885,18885,HoPtSn,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[104444],
18886,18886,HoPt2Si2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[56238],
18887,18887,HoPt2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],[639612],
18888,18888,HoRbSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[281074],
18889,18889,HoRhSi,62,<i>Pnma</i>,trivial,LCEBR,None,[],[56240],
18890,18890,HoRhSn,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[639638],
18891,18891,HoRhZn,62,<i>Pnma</i>,trivial,LCEBR,None,[],[419898],
18892,18892,HoRh2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[55766, 56241, 601409, 602159, 639629, 639634]",
18893,18893,HoRh3Si2,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[56243],
18894,18894,HoRuSi,62,<i>Pnma</i>,SM,ES,Plane,[],[88066],
18895,18895,HoRu2Si2,139,<i>I</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[55764, 55781, 56242, 639649]",
18896,18896,HoSbZr,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 2}]",[152641],
18897,18897,HoSbZr,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[107071],
18898,18898,HoSe2Tl,166,<i>R</i>-3<i>m</i>,SM,ES,Line,[],"[106992, 639712]",
18899,18899,HoSiTi,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[88117],
18900,18900,HoSn2Zn,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[183311],
18901,18901,HoTe2Tl,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[639771],
18902,18902,Ho2NiSn6,65,<i>Cmmm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[639513],
18903,18903,Ho2Ni12P7,174,<i>P</i>-6,SM,ESFD,Point,[],[602484],0.0
18904,18904,Ho2Ni2Pb,65,<i>Cmmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]","[54612, 153374, 153375]",0.0
18905,18905,Ho2PbPd2,127,<i>P</i>4/<i>mbm</i>,SM,ES,Line,[],[99197],
18906,18906,Ho2RhSi3,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Plane,[],[639636],
18907,18907,Ho3Ni6Si2,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[639508],
18908,18908,I10La6Os,2,<i>P</i>-1,trivial,LCEBR,None,[],[409817],
18909,18909,I12Nb2Te8,2,<i>P</i>-1,trivial,LCEBR,None,[],[78371],
18910,18910,InIrLi2,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[107089],
18911,18911,InIrTb,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[414476],
18912,18912,InIrTb4,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[418269],
18913,18913,InLaNi,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[167625, 639858]",
18914,18914,InLaNi2,51,<i>Pmma</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[106800],
18915,18915,InLaPd,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[157624, 639859]",
18916,18916,InLaPd2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[249793],
18917,18917,InLaPt4,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[639860],
18918,18918,InLaRh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[639862],
18919,18919,InLa2Ni2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[639854],
18920,18920,InLa2Ni2,55,<i>Pbam</i>,trivial,LCEBR,None,[],[185105],
18921,18921,InLa2Pd2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[180806, 658291]",
18922,18922,InLa2Rh2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[106975],
18923,18923,InLa2Si2,55,<i>Pbam</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[193223],
18924,18924,InLiSe2,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],[56532],
18925,18925,InLiSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[56531],
18926,18926,InLiSe2,33,<i>Pna</i>2<sub>1</sub>,trivial,LCEBR,None,[],"[60838, 639900, 656944]",
18927,18927,InLiSn,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[639905],
18928,18928,InLiTe2,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],"[59112, 639906, 658016]",
18929,18929,InLi2Mg,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[51965],
18930,18930,InLi2Pd,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[106802, 107088]",
18931,18931,InLi2Pt,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[106805, 107090]",
18932,18932,InLi2Rh,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[107087],
18933,18933,InLuPd2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[51971],
18934,18934,InLuRh,62,<i>Pnma</i>,SM,ES,Plane,[],[412912],
18935,18935,InLu2Ni2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[639919],
18936,18936,InLu2Ni2,65,<i>Cmmm</i>,SM,ESFD,Point,[],"[291200, 639917]",
18937,18937,InLu2Pd2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[54490, 658302]",
18938,18938,InMgNi2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[51982],
18939,18939,InMnNi2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[51984, 51985, 639954, 639955, 639956, 639958]",
18940,18940,InMnPd2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[51988],
18941,18941,InMo3Se3,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ESFD,Point,[],"[53098, 603626, 604502, 640009, 640016]",
18942,18942,InMo3Te3,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ESFD,Point,[],"[53100, 603669, 604497]",
18943,18943,InMo6Se8,148,<i>R</i>-3,SM,ESFD,Point,[],"[23272, 640013, 640020]",
18944,18944,InNaSe2,166,<i>R</i>-3<i>m</i>,trivial,LCEBR,None,[],[25558],
18945,18945,InNaTe2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[25346],
18946,18946,InNbSe2,187,<i>P</i>-6<i>m</i>2,TI,NLC,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 1}]",[640056],
18947,18947,InNdNi,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[167631],
18948,18948,InNdNi2,51,<i>Pmma</i>,SM,ESFD,Point,[],[658679],
18949,18949,InNdPt,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[59429],
18950,18950,InNdPt4,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[640081, 658359]",
18951,18951,InNdRh,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[59430],
18952,18952,InNdZn,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[640092],
18953,18953,InNd2Ni2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[640076],
18954,18954,InNd2Rh2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[106976],
18955,18955,InNiPr,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]","[167629, 640126]",
18956,18956,InNiTb,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[55844, 640154]",
18957,18957,InNiTh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[640155],
18958,18958,InNi2Pr,51,<i>Pmma</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[658678],
18959,18959,InNi2Pr2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[640121],
18960,18960,InNi2Pu2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[150160],
18961,18961,InNi2Sc,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[59446],
18962,18962,InNi2Sc2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[107333],
18963,18963,InNi2Tb2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[167636],
18964,18964,InNi2Tb2,65,<i>Cmmm</i>,SM,ESFD,Point,[],[193674],
18965,18965,InNi2Ti2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],"[107330, 404848]",
18966,18966,InNi2Tm2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[640161],
18967,18967,InNi2Tm2,65,<i>Cmmm</i>,SM,ESFD,Point,[],"[291199, 640159]",
18968,18968,InNi2Zr,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[54546, 59460]",
18969,18969,InNi2Zr2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[107372],
18970,18970,InNi2Zr2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],[405563],
18971,18971,InNi4Tm,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[415030],
18972,18972,InNi4Zr,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[59462],
18973,18973,InNp2Pt2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[106864],
18974,18974,InNp2Rh2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[106865],
18975,18975,InPb3Zr5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[604229],
18976,18976,InPdPr,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]","[157626, 640244]",
18977,18977,InPdSr,62,<i>Pnma</i>,SM,ES,Plane,[],[640249],
18978,18978,InPdTb,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[107415, 640250]",
18979,18979,InPdTh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[640251],
18980,18980,InPdTm,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],"[239159, 640254]",
18981,18981,InPdYb,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[59485, 415508]",
18982,18982,InPd2Pr2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[54480, 658293]",
18983,18983,InPd2Pu2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[107353],
18984,18984,InPd2Sc2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],[130036],
18985,18985,InPd2Sr2,15,<i>C</i>2/<i>c</i>,SM,ESFD,Point,[],[391432],
18986,18986,InPd2Tb2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],"[54484, 658297]",
18987,18987,InPd2Th2,127,<i>P</i>4/<i>mbm</i>,SM,ESFD,Point,[],[658304],
18988,18988,InPd2Zr2,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ES,Line,[],"[107332, 404888]",
18989,18989,InPd5Se,123,<i>P</i>4/<i>mmm</i>,SM,ESFD,Point,[],"[290931, 427161]",0.0
18990,18990,InPrPt4,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[640275],
18991,18991,InPrRh,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[411076],
