compoundName,symmetryGroupNumber,symmetryGroupNameHTML,topologicalClassificationShortDescription,topologicalSubClassificationShortDescription,smCrossingType,topologicalIndices,similarICSD
Fe2 Sn1 Ti1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[103641, 103642, 633766]"
Fe3 Ge1 Zr2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[53483]
Fe3 Si1 Zr2,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[53558]
Fe3 Te3 Tl1,176,<i>P</i>6<sub>3</sub>/<i>m</i>,SM,ESFD,Point,[],"[53564, 53565, 100352, 633881, 633883]"
Fe4 Ge2 Lu1,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ESFD,Point,[],[186045]
Fe4 Ge2 Lu1,58,<i>Pnnm</i>,SM,ESFD,Point,[],"[186046, 186047]"
Fe4 Ge2 Tm1,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ESFD,Point,[],"[236580, 236581, 656402]"
Fe4 Ge2 Tm1,58,<i>Pnnm</i>,SM,ESFD,Point,[],"[236582, 236583, 236584, 236585]"
Fe4 Ge2 Yb1,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,trivial,LCEBR,None,[],[39898]
Fe4 Ge4 Tm3,71,<i>Immm</i>,SM,ESFD,Point,[],[656404]
Fe4 Ge7 Hf4,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[632041]
Fe4 La1 P12,204,<i>Im</i>-3,SM,ESFD,Point,[],[1286]
Fe4 Nb4 Si7,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 5}]",[632828]
Fe4 Nd1 P12,204,<i>Im</i>-3,SM,ESFD,Point,[],[93364]
Fe4 O11 Sr4,65,<i>Cmmm</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]","[91064, 190551, 190552, 190553, 190555, 190556, 190557, 190558]"
Fe4 O11 Sr4,65,<i>Cmmm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[190554]
Fe4 P12 Pr1,204,<i>Im</i>-3,SM,ESFD,Point,[],"[93363, 633075]"
Fe4 P12 Th1,204,<i>Im</i>-3,trivial,LCEBR,None,[],[200827]
Fe4 P12 Yb1,204,<i>Im</i>-3,trivial,LCEBR,None,[],[156464]
Fe4 Si2 Tm1,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,SM,ESFD,Point,[],"[247481, 261030]"
Fe4 Si2 Zr1,136,<i>P</i>4<sub>2</sub>/<i>mnm</i>,trivial,LCEBR,None,[],[87172]
Fe4 Si7 Ta4,139,<i>I</i>4/<i>mmm</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 2}]",[633569]
Fe4 Si7 Zr4,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],"[402238, 633672]"
Fe6 Ga6 Gd1,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[631765]
Fe6 Ga6 Hf1,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[631771]
Fe6 Ga6 Ho1,71,<i>Immm</i>,SM,ESFD,Point,[],[631774]
Fe6 Ga6 Sc1,71,<i>Immm</i>,SM,ESFD,Point,[],[103465]
Fe6 Ga6 Tb1,71,<i>Immm</i>,SM,ESFD,Point,[],"[163763, 631827]"
Fe6 Ga6 Tm1,71,<i>Immm</i>,SM,ESFD,Point,[],[631836]
Fe6 Ga6 Zr1,71,<i>Immm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[631857]
Fe6 Ge4 Li1,166,<i>R</i>-3<i>m</i>,SM,ESFD,Point,[],[41381]
Fe6 Ge5 Li1,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[41380]
Fe6 Ge6 Mg1,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[188716]
Fe6 Ge6 Nb1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],"[92176, 92177, 632071]"
Fe6 Ge6 Sc1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],"[92170, 92171, 632112]"
Fe6 Ge6 Ti1,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],"[92172, 92173, 632143]"
Fe6 Ge6 Yb1,191,<i>P</i>6/<i>mmm</i>,TI,SEBR,None,"[{'id': 7, 'name': 'z6m0', 'htmlName': 'Z<sub>6m0</sub>', 'nbrValues': 6, 'value': 4}, {'id': 12, 'name': 'z12', 'htmlName': 'Z<sub>12</sub>', 'nbrValues': 12, 'value': 4}]",[656767]
Fe6 Ge6 Zr1,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],"[92175, 632167]"
Fe6 Lu1 Sn6,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[632480]
Fe6 Sc1 Sn6,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[633457]
Fe6 Sn6 Tm1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[633770]
Fe7 O10 Si1,11,<i>P</i>2<sub>1</sub>/<i>m</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[60968]
Fe9 La1 Si4,140,<i>I</i>4/<i>mcm</i>,SM,ESFD,Point,[],[79590]
Ga1 Gd1 Mg1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[54616]
Ga1 Gd1 Mn1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 1}, {'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[656549]
Ga1 Gd1 Pd2,62,<i>Pnma</i>,SM,ES,Plane,[],[656964]
Ga1 Gd1 Pt1,62,<i>Pnma</i>,SM,ES,Plane,[],[634240]
Ga1 Gd1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[634245]
Ga1 Ge1 Li1,186,<i>P</i>6<sub>3</sub><i>mc</i>,SM,ES,Line,[],[25310]
Ga1 Ge1 Mn1,129,<i>P</i>4/<i>nmm</i>,SM,ES,Line,[],"[634253, 634255]"
Ga1 Ge1 Sr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[634281]
Ga1 Ge1 Te1,166,<i>R</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[35386]
Ga1 Ge1 Yb1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[152569]
Ga1 Ge2 Na5,11,<i>P</i>2<sub>1</sub>/<i>m</i>,trivial,LCEBR,None,[],[169702]
Ga1 Hf1 Ni1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[634315, 634322]"
Ga1 Hf1 Ni2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[103734, 634320]"
Ga1 Hf1 Pt1,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],"[156268, 261006]"
Ga1 Hf1 Rh1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[634326]
Ga1 Hf2 Sb3,115,<i>P</i>-4<i>m</i>2,trivial,LCEBR,None,[],[189076]
Ga1 Hf5 Sn3,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[183490]
Ga1 Ho1 Mn1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[106705]
Ga1 Ho1 Pd1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[634395]
Ga1 In1 Se2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[601131]
Ga1 In1 Te2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],"[60083, 60084, 600687]"
Ga1 Ir1 Li2,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]",[107085]
Ga1 Ir1 Th1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 3, 'name': 'z3mpi', 'htmlName': 'Z<sub>3m&pi;</sub>', 'nbrValues': 3, 'value': 2}, {'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 2}]",[634457]
Ga1 La1 Mg1,189,<i>P</i>-62<i>m</i>,TI,SEBR,None,"[{'id': 10, 'name': 'z3m0', 'htmlName': 'Z<sub>3m0</sub>', 'nbrValues': 3, 'value': 1}]",[413276]
Ga1 La1 Ni1,14,<i>P</i>2<sub>1</sub>/<i>c</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[62281]
Ga1 La1 Pd1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[634509]
Ga1 La1 Pd2,62,<i>Pnma</i>,trivial,LCEBR,None,[],[656959]
Ga1 La1 Pt1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[634512]
Ga1 La1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[634520]
Ga1 Li1 Mg2,225,<i>Fm</i>-3<i>m</i>,trivial,LCEBR,None,[],[103782]
Ga1 Li1 Se2,33,<i>Pna</i>2<sub>1</sub>,trivial,LCEBR,None,[],"[96915, 634546]"
Ga1 Li1 Si1,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[103786]
Ga1 Li1 Te2,122,<i>I</i>-42<i>d</i>,trivial,LCEBR,None,[],[162555]
Ga1 Li2 Pd1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[107084, 634537]"
Ga1 Li2 Pt1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[106713, 107086]"
Ga1 Li2 Rh1,216,<i>F</i>-43<i>m</i>,TI,NLC,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}]","[106714, 107083]"
Ga1 Lu1 Ni1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[634564]
Ga1 Lu1 Pd1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[634586]
Ga1 Lu1 Pt1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[634590]
Ga1 Mg1 Pr1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[413285]
Ga1 Mg1 Tm1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[413278]
Ga1 Mn1 Ni2,139,<i>I</i>4/<i>mmm</i>,SM,ES,Line,[],[153292]
Ga1 Mn1 Ni2,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[103803, 103804, 190385, 190386, 634648, 634653, 634654, 657180]"
Ga1 Mn1 Ni2,58,<i>Pnnm</i>,SM,ES,Line,[],"[190387, 190388]"
Ga1 Mn1 Pt1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[103807]
Ga1 Mn1 Pt1,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],[108482]
Ga1 Mo4 Se8,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[36559, 36560, 49567, 634710]"
Ga1 Na1 Te2,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[44702]
Ga1 Nb1 Ni2,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[103839, 634779]"
Ga1 Nb4 Se8,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[84196, 195266]"
Ga1 Nb5 Sn2,140,<i>I</i>4/<i>mcm</i>,SM,ES,Line,[],"[103842, 602787, 634787]"
Ga1 Nd1 Pd1,62,<i>Pnma</i>,SM,ES,Plane,[],[634833]
Ga1 Ni1 Pr1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[634880]
Ga1 Ni1 Pu1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[634900]
Ga1 Ni1 Tb1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[634939]
Ga1 Ni1 Th1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[634951]
Ga1 Ni1 Ti1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[103885]
Ga1 Ni1 Yb1,62,<i>Pnma</i>,SM,ES,Plane,[],"[291062, 634993]"
Ga1 Ni1 Zr1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],"[635005, 635009]"
Ga1 Ni2 Sc1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[103874]
Ga1 Ni2 Ta1,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],[103881]
Ga1 Ni2 Ti1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[103886]
Ga1 Ni2 Zr1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[103902]
Ga1 Pb3 Zr5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[604202]
Ga1 Pd1 Sc1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[635080]
Ga1 Pd1 Tb1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[54586, 635087]"
Ga1 Pd1 Tm1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[635092]
Ga1 Pd2 Pr1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[656961]
Ga1 Pd2 Sc1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[103909]
Ga1 Pd2 Tb1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[656965]
Ga1 Pr1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],[635129]
Ga1 Pt1 Sc1,62,<i>Pnma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[635150]
Ga1 Pt1 Tb1,62,<i>Pnma</i>,trivial,LCEBR,None,[],"[106747, 635153]"
Ga1 Pt1 Th1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[635155]
Ga1 Pt1 Ti1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ESFD,Point,[],[156263]
Ga1 Pt1 Tm1,62,<i>Pnma</i>,trivial,LCEBR,None,[],[635157]
Ga1 Pt1 Yb1,62,<i>Pnma</i>,SM,ES,Plane,[],"[246649, 635165]"
Ga1 Pt1 Zr1,189,<i>P</i>-62<i>m</i>,SM,ESFD,Point,[],[635168]
Ga1 Pt1 Zr1,190,<i>P</i>-62<i>c</i>,SM,ESFD,Point,[],"[152132, 410398]"
Ga1 Pu1 Rh1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[635198]
Ga1 Rh1 Th1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[635214]
Ga1 Rh1 Ti1,216,<i>F</i>-43<i>m</i>,trivial,LCEBR,None,[],[108492]
Ga1 Rh1 Zr1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[635225]
Ga1 Se2 Tl1,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],[100131]
Ga1 Se2 Tl1,15,<i>C</i>2/<i>c</i>,trivial,LCEBR,None,[],"[157752, 173937, 600862, 635407, 635411, 635412]"
Ga1 Se8 Ta4,216,<i>F</i>-43<i>m</i>,SM,ESFD,Point,[],"[182925, 195273, 195274, 418017, 635402]"
Ga1 Sn1 Sr1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,trivial,LCEBR,None,[],"[66003, 166387]"
Ga1 Sn3 Zr5,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[106753]
Ga1 Te2 Tl1,140,<i>I</i>4/<i>mcm</i>,trivial,LCEBR,None,[],"[16243, 42772, 635523, 635524, 635526]"
Ga1 Tm1 Zn1,194,<i>P</i>6<sub>3</sub>/<i>mmc</i>,SM,ES,Line,[],[635590]
Ga12 Pd1 U4,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[156309]
Ga12 Pd1 Y4,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],"[103910, 635099]"
Ga12 Pt1 Y4,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[153909]
Ga12 Rh1 U4,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[156308]
Ga2 Gd1 Ni3,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[634234]
Ga2 Gd3 Ni6,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[634226]
Ga2 Hf6 Ni1,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[634312]
Ga2 Hg1 Se4,82,<i>I</i>-4,trivial,LCEBR,None,[],"[25645, 83712, 188545, 290392]"
Ga2 Hg1 Te4,82,<i>I</i>-4,trivial,LCEBR,None,[],[53575]
Ga2 Ho1 Ni1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[634393]
Ga2 Ho1 Pd1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[600151]
Ga2 Ir1 Li1,225,<i>Fm</i>-3<i>m</i>,SM,ES,Line,[],"[106709, 107093]"
Ga2 La1 Ni1,65,<i>Cmmm</i>,TI,NLC,None,"[{'id': 2, 'name': 'z2w,3', 'htmlName': 'Z<sub>2w,3</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]","[634496, 634508]"
Ga2 La1 Pd2,129,<i>P</i>4/<i>nmm</i>,SM,ESFD,Point,[],[191057]
Ga2 La1 Rh3,74,<i>Imma</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}]",[429139]
Ga2 La3 Ni4,12,<i>C</i>2/<i>m</i>,SM,ESFD,Point,[],[103772]
Ga2 Li1 Pd1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106712, 107092]"
Ga2 Li1 Pt1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],"[106717, 107094]"
Ga2 Li1 Rh1,225,<i>Fm</i>-3<i>m</i>,TI,SEBR,None,"[{'id': 1, 'name': 'z2', 'htmlName': 'Z<sub>2</sub>', 'nbrValues': 2, 'value': 1}, {'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 13, 'name': 'z8', 'htmlName': 'Z<sub>8</sub>', 'nbrValues': 8, 'value': 7}]","[106715, 107091]"
Ga2 Li1 Ru1,225,<i>Fm</i>-3<i>m</i>,SM,ESFD,Point,[],[106716]
Ga2 Lu1 Ni1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[634584]
Ga2 Lu1 Pd1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[600155]
Ga2 Mg1 Sc2,127,<i>P</i>4/<i>mbm</i>,SM,ES,Line,[],[260213]
Ga2 Mn1 Se4,121,<i>I</i>-42<i>m</i>,SM,ESFD,Point,[],[659100]
Ga2 Na6 Se6,14,<i>P</i>2<sub>1</sub>/<i>c</i>,trivial,LCEBR,None,[],[300164]
Ga2 Ni1 Pr1,65,<i>Cmmm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[634882]
Ga2 Ni1 Sc1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[103875]
Ga2 Ni1 Tb1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[634949]
Ga2 Ni1 Tm1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[634971]
Ga2 Ni1 Yb1,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]","[262737, 262738, 262739, 262740]"
Ga2 Ni1 Yb1,63,<i>Cmcm</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 2}]",[634997]
Ga2 Ni1 Zr6,189,<i>P</i>-62<i>m</i>,SM,ES,Line,[],[635001]
Ga2 Ni3 Tb1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[634941]
Ga2 Ni3 Tm1,191,<i>P</i>6/<i>mmm</i>,SM,ESFD,Point,[],[634966]
Ga2 Ni6 Pr3,229,<i>Im</i>-3<i>m</i>,SM,ES,Line,[],[634879]
Ga2 Ni6 Tb3,229,<i>Im</i>-3<i>m</i>,SM,ESFD,Point,[],[634938]
Ga2 O11 Te4,1,<i>P</i>1,trivial,LCEBR,None,[],[94349]
Ga2 Pb1 Se4,66,<i>Cccm</i>,trivial,LCEBR,None,[],"[635052, 635055]"
Ga2 Pd1 Tb1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[600149]
Ga2 Pd1 Yb1,63,<i>Cmcm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[600145]
Ga2 Rh2 Sr1,70,<i>Fddd</i>,TI,SEBR,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 1}]",[429511]
Ga2 Se2 Te1,109,<i>I</i>4<sub>1</sub><i>md</i>,trivial,LCEBR,None,[],[64617]
Ga2 Se4 Sr1,66,<i>Cccm</i>,trivial,LCEBR,None,[],"[635400, 635401]"
Ga2 Se4 Yb1,66,<i>Cccm</i>,TI,NLC,None,"[{'id': 4, 'name': 'z4', 'htmlName': 'Z<sub>4</sub>', 'nbrValues': 4, 'value': 3}, {'id': 8, 'name': 'z2w,1', 'htmlName': 'Z<sub>2w,1</sub>', 'nbrValues': 2, 'value': 1}, {'id': 9, 'name': 'z2w,2', 'htmlName': 'Z<sub>2w,2</sub>', 'nbrValues': 2, 'value': 1}]",[635414]
Ga2 Se4 Zn1,82,<i>I</i>-4,trivial,LCEBR,None,[],[44887]
Ga2 Sn1 Ta5,140,<i>I</i>4/<i>mcm</i>,SM,ESFD,Point,[],[635448]
Ga2 Sr1 Te4,66,<i>Cccm</i>,trivial,LCEBR,None,[],[41166]
Ga2 Te4 Zn1,82,<i>I</i>-4,trivial,LCEBR,None,[],"[44888, 290911, 635531]"
Ga3 Gd1 Ni1,107,<i>I</i>4<i>mm</i>,SM,ESFD,Point,[],[658381]
Ga3 Hf3 Nb2,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],"[103733, 634308]"
Ga3 Ho1 Ru1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[634401]
Ga3 La1 Pd2,191,<i>P</i>6/<i>mmm</i>,SM,ES,Line,[],[106710]
Ga3 Na2 Sb3,62,<i>Pnma</i>,trivial,LCEBR,None,[],[63617]
Ga3 Ni5 Sn2,63,<i>Cmcm</i>,SM,ESFD,Point,[],[634933]
Ga3 Pd1 Sr1,63,<i>Cmcm</i>,SM,ESFD,Point,[],[192026]
Ga3 Ru1 Tm1,221,<i>Pm</i>-3<i>m</i>,SM,ESFD,Point,[],[106748]
Ga3 Ti2 Zr3,193,<i>P</i>6<sub>3</sub>/<i>mcm</i>,SM,ESFD,Point,[],[104003]
